Crop Name,Year,Season,State,Area (Ha),Production (Tonnes),Inflation Rate (%),Production Cost (Per Tonne),Market Price (per Tonne),Supply (Tonnes),Demand (Tonnes),Import Volume (tonnes),Export Volume (tonnes),Interest Rate (%),Yield,Profit Margin (%),Category
Rapeseed &Mustard,2019,Rabi       ,Andhra Pradesh,82301.87,214782.5085,5.439,53450.922,49880.3445,21353.703,45901.8105,96059.1555,16056.516,12.2325,2.6145,112.518,retail
Rice,2019,Kharif     ,Andhra Pradesh,193757.44,242557.518,5.334,62334.531,89784.2505,27934.62,59001.0015,88151.4795,25708.011,10.5315,1.2495,72.9015,direct
Rice,2019,Rabi       ,Andhra Pradesh,110952.66,473992.7325,3.5175,52125.7065,82797.7395,95675.097,44085.7305,61840.947,86544.738,14.1435,4.2735,59.493,wholesale
Safflower,2019,Rabi       ,Andhra Pradesh,47311.48,400503.537,5.586,60437.853,38842.5555,84645.0885,73357.914,43551.753,92653.302,12.5895,8.463,147.042,retail
Sannhamp,2019,Kharif     ,Andhra Pradesh,57847.83,142283.841,6.6045,49673.0535,86709.756,17945.067,80932.761,42730.5375,90830.5545,13.377,2.457,60.1545,direct
Sannhamp,2019,Rabi       ,Andhra Pradesh,152128.97,499412.6655,8.484,46277.6475,63585.8685,47696.3445,80073.1575,61059.1485,91531.5135,15.771,3.2865,68.775,wholesale
Sesamum,2019,Kharif     ,Andhra Pradesh,31741.49,129563.5425,0.021,36912.057,92640.6285,33498.2235,68466.153,100718.268,25264.8165,14.448,4.0845,41.832,retail
Sesamum,2019,Rabi       ,Andhra Pradesh,108279.85,32181.198,10.4055,44272.1055,100120.104,69317.3145,24808.329,27937.5915,79948.1445,8.925,0.294,46.431,direct
Small millets,2019,Kharif     ,Andhra Pradesh,78431.87,146043.03,10.458,47494.8705,67310.859,78664.3515,21297.57,88252.5945,53376.519,10.8045,1.8585,74.088,wholesale
Small millets,2019,Rabi       ,Andhra Pradesh,109878.92,208135.116,7.896,56367.486,83149.1325,56288.694,57116.1045,94987.8405,78520.365,10.3005,1.89,71.1795,retail
Soyabean,2019,Kharif     ,Andhra Pradesh,47516.81,482410.0575,9.03,23605.932,37562.511,70388.2305,24269.427,56956.4625,107874.7845,13.377,10.1535,59.388,direct
Soyabean,2019,Rabi       ,Andhra Pradesh,192616.08,325125.192,0.7665,44573.4135,72769.914,19950.8715,47302.5945,16922.85,116236.4595,10.3425,1.6905,57.8865,wholesale
Sugarcane,2019,Kharif     ,Andhra Pradesh,26373.58,18114.3165,9.1245,30647.736,47549.103,56905.2645,57916.4355,20639.976,52605.462,12.9255,0.6825,67.6725,retail
Sunflower,2019,Kharif     ,Andhra Pradesh,81892.14,481690.293,5.565,39231.066,77007.84,72342.1125,70900.683,14223.9825,144483.9375,14.238,5.88,48.1425,direct
Sunflower,2019,Rabi       ,Andhra Pradesh,11783.37,309877.932,2.1105,24570.9555,50577.5865,83482.014,66768.9855,32132.163,20879.418,9.7965,26.3025,45.906,wholesale
Sweet potato,2019,Kharif     ,Andhra Pradesh,118407.84,271897.7205,8.5155,51509.346,60214.0875,53915.6205,72961.182,65304.057,124907.4225,10.8885,2.2995,80.8395,retail
Sweet potato,2019,Rabi       ,Andhra Pradesh,105416.45,72971.115,2.8455,29607.8265,93997.4805,52242.435,79606.3485,84327.5895,82848.8535,14.49,0.693,33.075,direct
Tapioca,2019,Kharif     ,Andhra Pradesh,175648.68,447261.5805,4.956,38788.3965,34324.3215,95166.435,54474.4935,43668.051,76523.685,12.558,2.5515,106.785,wholesale
Tapioca,2019,Rabi       ,Andhra Pradesh,83823.24,331695.4095,7.8225,61616.079,56525.6475,99419.355,71541.246,31162.7505,102553.7625,10.2165,3.9585,103.005,retail
Tobacco,2019,Kharif     ,Andhra Pradesh,71513.91,217093.863,6.405,56895.5625,102643.275,15737.4945,33584.187,25357.5315,52974.516,12.7995,3.0345,58.2015,direct
Tobacco,2019,Rabi       ,Andhra Pradesh,11151.23,35549.4405,0.672,36520.6695,60338.838,16564.3905,24481.149,68027.0115,32397.2145,13.356,3.192,63.5565,wholesale
Urad,2019,Kharif     ,Andhra Pradesh,164946.29,85213.1595,9.9435,40618.263,96632.298,28996.3485,73147.977,83851.4145,38342.073,11.34,0.5145,44.1315,retail
Urad,2019,Rabi       ,Andhra Pradesh,59433.36,483240.849,3.2025,51231.9885,73182.144,85500.597,48211.086,48122.5395,107146.7145,13.314,8.127,66.1605,direct
Wheat,2019,Rabi       ,Andhra Pradesh,74443.04,325992.723,9.2085,49342.167,51023.1645,59039.694,51325.1025,38843.4375,132834.0405,15.8655,4.3785,91.3815,wholesale
other oilseeds,2019,Kharif     ,Andhra Pradesh,100847.33,233285.913,5.9325,33747.2835,90033.993,19348.4025,32232.039,51561.5835,86964.192,9.9645,2.31,39.354,retail
Arecanut,2019,Kharif     ,Puducherry,108776.92,382280.6715,9.0195,48835.647,47366.718,58710.645,90762.567,59315.004,78121.3545,9.3345,3.5175,97.4295,direct
Bajra,2019,Kharif     ,Puducherry,193427.55,208620.7935,9.912,55545.63,101598.399,55688.3565,15822.9015,57968.988,100634.3415,11.319,1.0815,57.4035,wholesale
Bajra,2019,Rabi       ,Puducherry,61288.14,406165.578,5.3025,49217.889,57028.9125,49806.666,84396.4275,10546.5675,132471.066,10.5315,6.6255,81.5535,retail
Bajra,2019,Summer     ,Puducherry,70261.95,85965.3165,5.9955,50454.4005,94654.56,41320.8705,39436.4985,63949.641,78825.789,12.4635,1.2285,55.965,direct
Banana,2019,Kharif     ,Puducherry,183018.03,248019.303,2.9505,48719.328,93681.609,16505.79,42898.2435,75247.662,15474.858,13.4505,1.3545,54.6105,wholesale
Black pepper,2019,Kharif     ,Puducherry,69173.47,77109.186,7.434,21215.04,96252.6915,62071.2435,78061.7985,74146.191,59826.816,10.374,1.113,23.142,retail
Cashewnut,2019,Kharif     ,Puducherry,111010.42,242780.958,5.3025,22263.276,43225.203,81520.8555,41678.28,46528.4085,65357.355,9.114,2.184,54.0855,direct
Coconut ,2019,Whole Year ,Puducherry,54018.41,242109.4515,9.072,54209.4525,82185.7155,21242.0145,29976.9855,88349.604,41828.241,8.4105,4.4835,69.258,wholesale
Cotton(lint),2019,Kharif     ,Puducherry,162548.28,328809.537,5.4285,39899.7375,74323.305,21546.5775,37514.19,11409.678,123017.4435,9.303,2.0265,50.736,retail
Dry chillies,2019,Kharif     ,Puducherry,173841.08,329547.519,8.295,57360.6705,44897.643,58367.043,22366.869,28112.196,20862.912,9.429,1.9005,120.729,direct
Dry chillies,2019,Rabi       ,Puducherry,18397.27,253120.875,1.281,37307.8335,65544.0135,46346.9895,38106.096,53952.5595,79242.2925,13.65,13.755,59.766,wholesale
Dry chillies,2019,Summer     ,Puducherry,135357.37,446757.969,5.187,37793.4375,39878.4435,45111.2865,25251.954,41565.489,16746.891,13.083,3.297,89.5545,retail
Groundnut,2019,Kharif     ,Puducherry,116914.48,304048.5945,6.069,59640.7245,52269.21,40491.8955,79962.141,27091.8585,101927.742,11.2875,2.604,107.8245,direct
Groundnut,2019,Rabi       ,Puducherry,52973.52,227171.8365,8.3685,37905.231,94470.3375,53918.424,23532.348,33677.9625,72724.008,12.2955,4.284,42.126,wholesale
Groundnut,2019,Summer     ,Puducherry,170189.17,323727.558,5.6595,45393.915,80142.0375,57318.6495,83082.9405,47908.9905,65286.354,12.2745,1.9005,53.529,retail
Moong(Green Gram),2019,Rabi       ,Puducherry,172455.35,41156.8605,4.8195,24596.0715,101887.0125,44894.5665,25326.4935,26501.0025,46462.3005,10.29,0.2415,25.347,direct
Moong(Green Gram),2019,Summer     ,Puducherry,188342.74,476903.3325,6.048,50032.626,38785.635,43646.421,81744.621,38468.1675,125402.823,9.912,2.5305,121.905,wholesale
Onion,2019,Kharif     ,Puducherry,29036.05,287552.559,0.861,26628.3045,54902.7045,73682.4795,78518.202,57688.701,118327.7655,9.5445,9.9015,45.8325,retail
Onion,2019,Summer     ,Puducherry,64519.15,36493.128,4.8615,59755.2165,89912.592,41583.8115,82072.3575,62116.7295,86714.0925,8.6835,0.567,69.783,direct
Other  Rabi pulses,2019,Rabi       ,Puducherry,124267.05,259593.18,1.764,51236.5035,95265.3975,60928.3605,52229.6565,53840.1885,28030.758,11.361,2.0895,56.469,wholesale
Other Kharif pulses,2019,Kharif     ,Puducherry,158913.12,81772.11,0.0945,36491.2275,77911.3335,47401.263,45783.465,36549.5025,95291.049,13.209,0.5145,49.182,retail
Other Summer Pulses,2019,Summer     ,Puducherry,31761.01,100706.6235,9.324,59079.489,65959.6665,57722.49,39158.889,51199.26,72649.164,13.5135,3.171,94.0485,direct
Ragi,2019,Kharif     ,Puducherry,141431.18,384578.2185,0.399,58947.1365,69134.9925,32672.409,15611.5365,35977.9665,151025.8785,15.2565,2.7195,80.577,wholesale
Ragi,2019,Rabi       ,Puducherry,120334.08,405696.3645,6.1845,44040.0555,68728.4535,31610.796,40962.789,32208.393,87775.9995,11.802,3.3705,60.5535,retail
Ragi,2019,Summer     ,Puducherry,150090.94,257250.063,3.759,32004.903,100055.55,37538.6235,55554.6915,73233.657,52000.8195,9.954,1.7115,33.5895,direct
Rice,2019,Kharif     ,Puducherry,166355.64,319854.7905,3.759,34310.934,36393.567,36777.048,69720.798,62015.2155,71838.3015,15.981,1.9215,89.0925,wholesale
Rice,2019,Rabi       ,Puducherry,168083.35,207186.357,3.612,35129.913,67145.1165,83543.271,50961.8865,37053.9855,69874.644,13.041,1.2285,54.936,retail
Rice,2019,Summer     ,Puducherry,199422.67,228462.36,0.399,50982.246,68441.982,62980.8165,76538.364,22482.5055,54489.54,10.038,1.1445,78.2145,direct
Sesamum,2019,Kharif     ,Puducherry,25013.99,254643.3435,9.3135,39253.1265,49941.318,52241.1645,36014.1495,69558.7515,46977.2205,11.8545,10.185,82.53,wholesale
Sesamum,2019,Rabi       ,Puducherry,105269.48,189622.0305,6.909,59614.527,103089.0735,34409.382,72070.2885,54822.7575,77550.2175,11.193,1.806,60.7215,retail
Sesamum,2019,Summer     ,Puducherry,75741.46,250197.9585,4.683,34501.9185,74113.1265,60191.019,18101.328,97148.1735,75647.712,11.8335,3.3075,48.8775,direct
Small millets,2019,Kharif     ,Puducherry,165299.78,277976.202,1.869,58257.612,78688.5015,37102.3905,90009.444,64719.858,37448.628,13.818,1.68,69.9615,wholesale
Sugarcane,2019,Kharif     ,Puducherry,37769.8,452784.591,3.381,46391.163,36723.6555,54319.083,76563.438,14690.2875,114740.976,9.8595,11.991,119.3745,retail
Sweet potato,2019,Kharif     ,Puducherry,49444.7,27725.04,1.3965,38998.575,83503.959,75445.881,56903.532,70942.1055,69390.258,11.844,0.5565,49.035,direct
Sweet potato,2019,Rabi       ,Puducherry,130595.93,289405.095,2.3205,27379.779,51061.773,85409.9715,89194.476,36257.403,71086.4805,13.1775,2.2155,50.673,wholesale
Tapioca,2019,Kharif     ,Puducherry,146157.5,321484.527,5.67,45308.8755,43021.7235,41086.2375,59904.6735,45388.9485,37674.777,12.4845,2.1945,99.519,retail
Tapioca,2019,Rabi       ,Puducherry,46646.02,328701.4395,1.9845,48733.8285,60866.715,36483.783,67967.487,12539.562,95105.976,10.983,7.0455,75.663,direct
Turmeric,2019,Kharif     ,Puducherry,21686.22,343143.7275,6.048,23589.6045,70624.8165,87985.779,18332.9685,54155.7135,131975.7285,12.537,15.8235,31.563,wholesale
Urad,2019,Kharif     ,Puducherry,38206.44,262186.6905,9.7335,44887.311,62180.412,70397.649,52450.65,12990.0645,72427.446,11.844,6.867,75.7995,retail
Urad,2019,Rabi       ,Puducherry,130748.77,402246.138,0.231,45736.9815,69842.9025,88334.5365,39481.596,12068.931,85202.5965,14.5425,3.0765,61.887,direct
Urad,2019,Summer     ,Puducherry,150954.99,333085.5885,10.017,53694.249,35772.0405,80513.349,17728.0425,44664.858,41524.1085,13.4085,2.205,141.8445,wholesale
Arecanut,2019,Rabi       ,Assam,23189.71,339583.0515,7.371,41248.809,74746.7385,63677.4705,16170.2415,29242.0695,34670.1285,14.385,14.6475,52.1535,retail
Arhar/Tur,2019,Kharif     ,Assam,86108.15,514327.8735,9.2295,58595.796,63876.0045,34885.704,61218.4965,36186.486,125952.5295,11.067,5.9745,86.688,direct
Banana,2019,Whole Year ,Assam,136964.56,441260.6835,7.14,43188.5265,53388.4995,19632.2805,87949.7745,64029.9345,113203.23,13.23,3.2235,76.4505,wholesale
Black pepper,2019,Whole Year ,Assam,29673.91,432641.622,10.4475,35944.587,39256.371,26209.995,76181.7105,65483.313,38930.22,15.6555,14.5845,86.5305,retail
Castor seed,2019,Kharif     ,Assam,162982.61,447001.968,1.071,24158.0115,57245.0865,88647.1635,47712.966,56992.8555,107595.7785,15.624,2.7405,39.879,direct
Coconut ,2019,Whole Year ,Assam,131523.04,273253.5645,1.2495,31596.7365,46455.57,86000.334,77477.9985,30556.092,107629.3365,15.393,2.079,64.2705,wholesale
Cotton(lint),2019,Kharif     ,Assam,183627.72,311780.7525,2.5095,51997.1025,75210.0615,73196.991,60178.3665,36104.8485,115806.9045,12.4215,1.701,65.331,retail
Dry chillies,2019,Whole Year ,Assam,11451.61,153038.0565,0.1785,28844.907,77310.387,36660.2775,55676.7645,72804.6585,43644.153,12.558,13.3665,39.1755,direct
Ginger,2019,Whole Year ,Assam,15019.73,517766.7705,2.688,53235.126,82758.711,63907.7565,42496.482,47973.8805,111115.095,15.4245,34.4715,60.7845,wholesale
Gram,2019,Rabi       ,Assam,143826.43,165664.9365,0.798,50101.023,92010.198,23185.2075,80410.155,44176.104,103007.0475,9.366,1.155,57.1725,retail
Jute,2019,Kharif     ,Assam,87946.21,268209.48,8.5155,26885.817,52405.5735,33930.75,45031.329,51271.815,67390.575,11.1195,3.045,48.4785,direct
Linseed,2019,Rabi       ,Assam,124572.5,420080.9025,2.478,28675.773,68546.856,63550.662,86202.8265,7177.947,46438.707,9.4185,3.3705,39.5325,wholesale
Maize,2019,Kharif     ,Assam,74421.27,328182.0885,7.8015,43812.069,36523.2,75977.076,88030.0995,8856.183,68250.7875,13.839,4.41,113.358,retail
Masoor,2019,Rabi       ,Assam,197437.7,109893.504,3.4125,44592.1665,91886.571,11991.5985,75405.519,72916.0845,30966.9885,12.9045,0.5565,50.9565,direct
Mesta,2019,Kharif     ,Assam,153451.57,122022.6315,5.145,36277.3425,84564.1125,63164.199,77135.3835,41766.018,104693.022,9.4395,0.798,45.045,wholesale
Moong(Green Gram),2019,Rabi       ,Assam,108524.46,41049.855,9.8175,51567.8835,47959.2225,16552.263,37009.371,83016.318,100487.919,10.395,0.378,112.896,retail
Niger seed,2019,Kharif     ,Assam,152557.09,282991.6215,4.1265,41086.9305,42883.6695,25601.9505,22486.023,27050.9715,29412.012,14.1645,1.8585,90.5415,direct
Onion,2019,Whole Year ,Assam,192585.38,249370.38,4.746,37155.6255,53283.4995,25153.3905,61453.77,73912.0515,22663.179,11.3505,1.2915,73.2165,wholesale
Other  Rabi pulses,2019,Rabi       ,Assam,193010.15,456439.4835,7.707,55446.174,55198.458,92884.806,13861.1235,35780.4405,58993.9665,9.828,2.3625,94.92,retail
Peas & beans (Pulses),2019,Rabi       ,Assam,22895.41,480740.8515,0,44815.9845,40722.129,25205.7015,84105.84,45654.5775,137412.6495,10.1535,21,104.0025,direct
Potato,2019,Whole Year ,Assam,78103.9,309530.7285,8.1585,40119.702,37190.937,95637.129,50561.574,60765.5265,127967.847,9.4185,3.9585,101.9445,wholesale
Rapeseed &Mustard,2019,Rabi       ,Assam,180576.74,134746.71,7.056,58294.215,90009.654,48761.1075,63397.4355,11120.5605,41112.96,10.4475,0.7455,67.998,retail
Rice,2019,Autumn     ,Assam,197998.28,482925.408,2.4465,34389.369,62141.898,62471.955,60098.808,42784.0455,27840.1095,11.3505,2.436,52.3005,direct
Rice,2019,Summer     ,Assam,78530.12,386738.6355,6.6675,24701.733,47321.2215,39074.5635,61333.146,59892.651,55266.246,13.2825,4.9245,49.329,wholesale
Rice,2019,Winter     ,Assam,122579.07,505823.8395,9.9855,51849,45162.894,39792.837,68132.4525,21037.149,96137.4015,12.2325,4.1265,108.486,retail
Sesamum,2019,Kharif     ,Assam,24491.25,425850.5895,9.2715,42393.645,57770.8635,14012.5125,25800.0015,30227.736,76959.6765,13.251,17.388,69.342,direct
Small millets,2019,Kharif     ,Assam,13530.49,226180.878,3.759,29486.793,56531.3805,76194.636,43812.4365,99209.5125,52864.434,11.1825,16.716,54.768,wholesale
Sugarcane,2019,Whole Year ,Assam,35867.55,242111.604,0.1995,27406.9425,80805.102,71210.6325,14145.6945,104128.9305,80762.6715,9.2085,6.7515,35.616,retail
Sweet potato,2019,Whole Year ,Assam,104764.5,454738.431,7.56,61774.2405,54386.4195,57169.2975,78763.272,26204.388,123599.322,13.6395,4.3365,107.3415,direct
Tapioca,2019,Whole Year ,Assam,84168.69,117240.123,8.2215,43690.6575,88695.4005,59477.292,27332.004,94321.1745,69909.546,12.705,1.3965,51.723,wholesale
Tobacco,2019,Whole Year ,Assam,40406.89,176847.1215,4.431,43435.6755,76018.4565,27982.7835,14382.207,87802.8165,12403.5555,8.988,4.3785,59.997,retail
Turmeric,2019,Whole Year ,Assam,120393.36,491081.1885,7.014,55100.7135,83510.973,74294.283,81807.7575,41957.7375,91423.0485,13.7025,4.074,62.349,direct
Urad,2019,Rabi       ,Assam,188583.36,212863.0035,9.6705,32304.825,74043.5115,67653.432,46851.42,23038.9425,58139.4975,9.5025,1.1235,45.8115,wholesale
Wheat,2019,Rabi       ,Assam,143841.31,464976.0885,8.799,57913.758,53742.3705,48059.571,59199.819,51145.9515,115617.9675,13.377,3.234,101.8395,retail
Arecanut,2019,Rabi       ,Meghalaya,96154.05,244906.809,5.1135,60112.794,97676.0505,30636.207,17190.558,81770.283,68138.091,12.012,2.5515,64.617,direct
Arhar/Tur,2019,Kharif     ,Meghalaya,81022.44,395308.2945,4.41,61473.468,75808.236,22260.7665,79429.119,20187.1215,16249.8105,10.437,4.8825,76.629,wholesale
Banana,2019,Kharif     ,Meghalaya,92217.14,476622.3105,0.5355,46003.8075,71321.7015,13851.3375,23877.5355,63849.387,53894.6625,13.23,5.166,60.9525,retail
Black pepper,2019,Rabi       ,Meghalaya,150409.82,381076.9515,0.651,38683.743,36352.092,98650.7025,84451.668,64948.2435,145384.071,10.5315,2.5305,100.5585,direct
Cashewnut,2019,Rabi       ,Meghalaya,13150.37,378523.698,9.219,28327.404,58975.413,95762.6565,74065.992,66250.2855,36797.334,13.8495,28.7805,45.3915,wholesale
Castor seed,2019,Rabi       ,Meghalaya,136191.41,313365.8325,3.4335,60602.787,62489.112,54707.037,19848.6435,7797.5205,132471.0975,14.028,2.2995,91.644,retail
Coriander,2019,Whole Year ,Meghalaya,136957.55,35506.653,7.077,58780.764,69709.4265,35690.5815,16614.2445,61734.792,71207.5245,9.093,0.2625,88.536,direct
Cotton(lint),2019,Kharif     ,Meghalaya,78117.67,457526.181,7.6755,44955.834,78766.338,33886.4925,66725.4735,18690.5565,137140.4475,11.0775,5.859,53.9385,wholesale
Cowpea(Lobia),2019,Rabi       ,Meghalaya,50236.91,484552.2885,3.675,36196.2615,78554.7525,54424.8705,76307.6475,48788.0085,29678.25,12.6945,9.6495,43.5435,retail
Dry chillies,2019,Whole Year ,Meghalaya,18110.41,138911.262,6.846,56064.309,71880.228,61569.6165,42419.307,21501.123,53122.6605,11.634,7.665,81.9,direct
Ginger,2019,Kharif     ,Meghalaya,181757.19,399115.9935,10.122,54445.5135,38127.2115,87383.247,19281.549,14379.414,113501.199,11.4135,2.1945,134.946,wholesale
Gram,2019,Rabi       ,Meghalaya,68368.77,13203.372,3.3915,44187.6435,101589.873,26803.161,81135.6945,71770.692,21852.579,12.0015,0.189,45.675,retail
Jute,2019,Kharif     ,Meghalaya,14525.68,357352.5375,10.3635,28092.0675,63182.007,89094.2325,25887.792,44630.9115,57689.5515,9.282,24.6015,42.021,direct
Linseed,2019,Rabi       ,Meghalaya,98571.64,222344.304,8.0115,47958.351,81233.2605,39210.0345,76472.424,97958.322,48427.6065,10.08,2.2575,61.992,wholesale
Maize,2019,Kharif     ,Meghalaya,49212.08,42915.957,5.2395,45020.6505,49027.2615,53847.801,55094.088,64395.366,45298.743,14.4795,0.8715,96.4215,retail
Masoor,2019,Rabi       ,Meghalaya,64738.19,209903.9355,8.3265,60081.8715,46135.95,67099.8195,82808.481,46321.3905,20923.4445,14.448,3.2445,136.7415,direct
Mesta,2019,Kharif     ,Meghalaya,89590.8,390581.1315,0.3885,36344.1435,53037.957,25731.384,58542.057,30752.988,16932.174,13.5555,4.3575,64.7535,wholesale
Onion,2019,Rabi       ,Meghalaya,61584.01,206291.694,0.525,24904.2885,43946.5215,20326.992,82499.3505,40826.625,82629.036,9.996,3.3495,59.5035,retail
Peas & beans (Pulses),2019,Rabi       ,Meghalaya,37822.68,455338.317,6.09,30538.7145,48857.6445,43255.8735,83375.67,23078.7165,107783.6235,12.537,12.0435,59.0625,direct
Potato,2019,Summer     ,Meghalaya,17811.41,482934.711,2.6145,45730.9125,56583.0195,33750.087,40247.802,19348.4445,37389.9225,10.857,27.111,76.377,wholesale
Potato,2019,Winter     ,Meghalaya,27398.85,184591.554,9.1665,56890.008,75881.988,20777.253,13014.288,97390.4505,80787.567,11.445,6.741,78.7185,retail
Rapeseed &Mustard,2019,Rabi       ,Meghalaya,10789.02,17674.398,8.9565,42886.6305,65718.933,33517.113,82442.535,104724.333,29112.8565,11.004,1.638,68.523,direct
Rice,2019,Autumn     ,Meghalaya,51501.45,334545.4245,2.4045,50003.0685,74855.8335,63966.9765,11775.4875,37294.4145,135745.6485,14.784,6.4995,63.126,wholesale
Rice,2019,Rabi       ,Meghalaya,91439.97,263947.425,7.4235,59040.0195,58845.4545,28783.0935,66114.489,30082.227,55369.5555,12.5685,2.8875,105.3465,retail
Rice,2019,Winter     ,Meghalaya,100744.44,141675.45,3.612,27236.244,87092.8485,29623.797,20596.8105,82374.936,83567.2635,9.513,1.407,32.8335,direct
Sesamum,2019,Rabi       ,Meghalaya,102028.08,413066.8605,4.5885,57748.9815,53839.5375,25447.821,83777.5575,57961.533,23819.1345,15.897,4.053,101.367,wholesale
Small millets,2019,Rabi       ,Meghalaya,199535.12,68408.718,0.294,30014.67,57149.4315,69701.667,49030.275,35794.5735,18319.371,13.4085,0.3465,55.146,retail
Soyabean,2019,Kharif     ,Meghalaya,100149,405955.2,0.7035,26902.3335,73450.2825,80385.249,79613.751,49919.1,36063.615,13.8915,4.053,34.608,direct
Sugarcane,2019,Whole Year ,Meghalaya,76088.23,46834.6935,0.063,61821.9735,76834.8945,63041.0865,51112.635,76871.8755,38910.9735,8.7045,0.6195,84.483,wholesale
Sweet potato,2019,Kharif     ,Meghalaya,27132.38,34285.146,0.588,48982.668,99075.2595,37053.9645,23443.1715,51462.9045,18826.647,9.534,1.26,51.912,retail
Tapioca,2019,Kharif     ,Meghalaya,94196.03,491119.8075,5.9325,22819.1565,48981.9855,90241.4415,33369.4095,65001.447,104684.0655,11.865,5.2185,44.0265,direct
